Organization : org4
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy declaration in MWh>, <energy production in MWh>
202201040515, 182, 173
202201040530, 184, 154
202201040545, 190, 154
202201040600, 179, 165
202201040615, 175, 156
202201040630, 188, 157
202201040645, 181, 164
202201040700, 198, 169
202201040715, 171, 170
202201040730, 190, 155
202201040745, 198, 153
202201040800, 184, 163
202201040815, 186, 152
202201040830, 190, 154
202201040845, 200, 159
202201040900, 184, 156
202201040915, 184, 163
202201040930, 175, 150
202201040945, 175, 162
202201041000, 197, 157
202201041015, 195, 178
202201041030, 190, 158
202201041045, 191, 164
202201041100, 186, 177
202201041115, 185, 164
202201041130, 199, 163
202201041145, 199, 170
202201041200, 184, 174
202201041215, 180, 166
202201041230, 189, 153
202201041245, 189, 161
202201041300, 189, 161
202201041315, 184, 154
202201041330, 180, 177
202201041345, 176, 159
202201041400, 193, 172
202201041415, 182, 155
202201041430, 180, 160
202201041445, 173, 161
202201041500, 194, 175
202201041515, 178, 163
202201041530, 182, 162
202201041545, 196, 165
202201041600, 175, 165
202201041615, 178, 155
202201041630, 194, 151
202201041645, 187, 151
202201041700, 185, 151
202201041715, 178, 152
202201041730, 172, 170
202201041745, 196, 172
202201041800, 174, 175
202201041815, 197, 175
202201041830, 176, 154
202201041845, 195, 174
202201041900, 178, 168
202201041915, 199, 156
202201041930, 183, 168
202201041945, 195, 171
202201042000, 178, 167
202201042015, 197, 169
202201042030, 179, 172
202201042045, 190, 170
202201042100, 193, 156
202201042115, 190, 171
202201042130, 180, 157
202201042145, 179, 178
202201042200, 186, 174
202201042215, 182, 165
202201042230, 193, 165
202201042245, 195, 168
202201042300, 183, 156
202201042315, 173, 166
202201042330, 175, 160
202201042345, 195, 160
202201050000, 175, 154
202201050015, 186, 156
202201050030, 200, 168
202201050045, 183, 164
202201050100, 200, 167
202201050115, 192, 163
202201050130, 187, 169
202201050145, 172, 157
202201050200, 189, 179
202201050215, 196, 160
202201050230, 198, 163
202201050245, 197, 176
202201050300, 180, 152
202201050315, 195, 174
202201050330, 191, 172
202201050345, 193, 154
202201050400, 172, 173
202201050415, 181, 154
202201050430, 199, 164
202201050445, 199, 173
202201050500, 183, 154
202201050515, 194, 161
202201050530, 174, 168
202201050545, 181, 162
202201050600, 173, 169
202201050615, 190, 162
202201050630, 181, 158
202201050645, 175, 151
202201050700, 186, 177
202201050715, 199, 166
202201050730, 173, 177
202201050745, 186, 154
202201050800, 182, 164
202201050815, 188, 175
202201050830, 180, 152
202201050845, 192, 172
202201050900, 187, 160
202201050915, 184, 170
202201050930, 181, 179
202201050945, 174, 176
202201051000, 198, 179
202201051015, 187, 159
202201051030, 180, 166
202201051045, 178, 165
202201051100, 194, 177
202201051115, 199, 173
202201051130, 180, 164
202201051145, 187, 172
202201051200, 185, 150
202201051215, 200, 163
202201051230, 185, 169
202201051245, 197, 161
202201051300, 175, 155
202201051315, 184, 166
202201051330, 189, 161
202201051345, 193, 174
202201051400, 193, 177
202201051415, 195, 178
202201051430, 197, 151
202201051445, 177, 177
202201051500, 177, 168
202201051515, 193, 161
202201051530, 187, 176
202201051545, 185, 177
202201051600, 185, 154
202201051615, 173, 172
202201051630, 173, 156
202201051645, 197, 174
202201051700, 172, 161
202201051715, 187, 153
202201051730, 197, 167
202201051745, 177, 166
202201051800, 184, 153
202201051815, 199, 155
202201051830, 193, 179
202201051845, 179, 176
202201051900, 181, 168
202201051915, 180, 164
202201051930, 176, 160
202201051945, 192, 151
202201052000, 199, 159
202201052015, 184, 161
202201052030, 172, 151
202201052045, 183, 153
202201052100, 190, 175
202201052115, 190, 151
202201052130, 199, 155
202201052145, 177, 164
202201052200, 178, 167
202201052215, 198, 173
202201052230, 191, 169
202201052245, 199, 168
202201052300, 200, 160
202201052315, 173, 178
202201052330, 200, 169
202201052345, 182, 165
202201060000, 192, 154
202201060015, 180, 167
202201060030, 176, 157
202201060045, 191, 175
202201060100, 182, 173
202201060115, 179, 171
202201060130, 178, 151
202201060145, 189, 150
202201060200, 182, 170
202201060215, 192, 168
202201060230, 180, 160
202201060245, 180, 152
202201060300, 183, 170
202201060315, 191, 167
202201060330, 178, 164
202201060345, 188, 179
202201060400, 193, 153
202201060415, 200, 173
202201060430, 194, 169
202201060445, 188, 157
202201060500, 182, 170
202201060515, 177, 151
202201060530, 198, 162
202201060545, 199, 167
202201060600, 184, 179
202201060615, 187, 179
202201060630, 187, 160
202201060645, 182, 178
202201060700, 172, 168
202201060715, 177, 171
202201060730, 188, 169
202201060745, 176, 175
202201060800, 187, 153
202201060815, 188, 170
202201060830, 176, 152
202201060845, 174, 174
202201060900, 192, 179
202201060915, 192, 178
202201060930, 181, 154
202201060945, 199, 174
202201061000, 171, 155
202201061015, 191, 169
202201061030, 177, 176
202201061045, 181, 159
202201061100, 184, 158
202201061115, 192, 157
202201061130, 199, 165
202201061145, 200, 156
202201061200, 183, 163
202201061215, 181, 162
202201061230, 182, 150
202201061245, 171, 163
202201061300, 187, 152
202201061315, 197, 159
202201061330, 197, 152
202201061345, 193, 156
202201061400, 200, 167
202201061415, 194, 160
202201061430, 196, 156
202201061445, 189, 160
202201061500, 192, 169
202201061515, 200, 163
202201061530, 188, 161
202201061545, 188, 158
202201061600, 192, 153
202201061615, 187, 164
202201061630, 175, 176
202201061645, 171, 160
202201061700, 193, 153
202201061715, 175, 164
202201061730, 200, 162
202201061745, 181, 171
202201061800, 181, 161
202201061815, 184, 171
202201061830, 188, 177
202201061845, 171, 164
202201061900, 175, 171
202201061915, 178, 153
202201061930, 184, 168
202201061945, 189, 170
202201062000, 185, 163
202201062015, 183, 173
202201062030, 191, 177
202201062045, 182, 168
202201062100, 194, 165
202201062115, 198, 169
202201062130, 198, 161
202201062145, 185, 150
202201062200, 188, 160
202201062215, 187, 158
202201062230, 181, 157
202201062245, 177, 168
202201062300, 186, 176
202201062315, 200, 177
202201062330, 179, 156
202201062345, 186, 176
202201070000, 196, 173
202201070015, 194, 166
202201070030, 189, 152
202201070045, 184, 158
202201070100, 180, 166
202201070115, 196, 160
202201070130, 184, 157
202201070145, 175, 172
202201070200, 194, 169
202201070215, 186, 161
202201070230, 196, 171
202201070245, 174, 154
202201070300, 174, 164
202201070315, 183, 161
202201070330, 184, 170
202201070345, 199, 171
202201070400, 192, 174
202201070415, 174, 170
202201070430, 186, 175
202201070445, 173, 157
202201070500, 197, 161
202201070515, 185, 177
202201070530, 182, 167
202201070545, 185, 161
202201070600, 198, 156
202201070615, 181, 170
202201070630, 187, 161
202201070645, 192, 150
202201070700, 183, 179
202201070715, 196, 163
202201070730, 180, 178
202201070745, 172, 172
202201070800, 193, 151
202201070815, 180, 158
202201070830, 182, 154
202201070845, 200, 162
202201070900, 191, 164
202201070915, 198, 160
202201070930, 179, 165
202201070945, 183, 156
202201071000, 171, 178
202201071015, 190, 178
202201071030, 187, 176
202201071045, 197, 158
202201071100, 183, 162
202201071115, 200, 159
202201071130, 186, 161
202201071145, 188, 174
202201071200, 177, 168
202201071215, 196, 164
202201071230, 179, 169
202201071245, 200, 155
202201071300, 182, 171
202201071315, 178, 168
202201071330, 182, 153
202201071345, 181, 165
202201071400, 199, 160
202201071415, 196, 168
202201071430, 198, 176
202201071445, 187, 174
202201071500, 182, 152
202201071515, 180, 168
202201071530, 185, 165
202201071545, 178, 150
202201071600, 193, 155
202201071615, 183, 153
202201071630, 191, 156
202201071645, 186, 166
202201071700, 194, 166
202201071715, 176, 177
202201071730, 174, 167
202201071745, 188, 150
202201071800, 171, 173
202201071815, 175, 168
202201071830, 194, 160
202201071845, 182, 162
202201071900, 179, 169
202201071915, 192, 179
202201071930, 175, 176
202201071945, 191, 163
202201072000, 175, 158
202201072015, 185, 152
202201072030, 179, 172
202201072045, 192, 179
202201072100, 179, 157
202201072115, 198, 173
202201072130, 182, 162
202201072145, 176, 154
202201072200, 181, 154
202201072215, 195, 155
202201072230, 197, 154
202201072245, 180, 156
202201072300, 192, 166
202201072315, 175, 166
202201072330, 182, 151
202201072345, 186, 163
202201080000, 191, 159
202201080015, 184, 172
202201080030, 196, 157
202201080045, 194, 159
202201080100, 174, 161
202201080115, 185, 175
202201080130, 189, 173
202201080145, 184, 167
202201080200, 181, 165
202201080215, 192, 163
202201080230, 187, 161
202201080245, 183, 150
202201080300, 187, 162
202201080315, 196, 157
202201080330, 172, 179
202201080345, 183, 176
202201080400, 181, 152
202201080415, 177, 156
202201080430, 192, 165
202201080445, 174, 150
202201080500, 186, 173
202201080515, 195, 167
202201080530, 177, 177
202201080545, 185, 176
202201080600, 189, 154
202201080615, 196, 153
202201080630, 175, 168
202201080645, 188, 170
202201080700, 186, 170
202201080715, 197, 174
202201080730, 184, 174
202201080745, 179, 177
202201080800, 190, 153
202201080815, 199, 158
202201080830, 181, 177
202201080845, 198, 150
202201080900, 184, 151
202201080915, 192, 165
202201080930, 173, 172
202201080945, 187, 175
202201081000, 200, 170
202201081015, 179, 156
202201081030, 198, 167
202201081045, 188, 165
202201081100, 188, 173
202201081115, 194, 172
202201081130, 183, 171
202201081145, 178, 156
202201081200, 197, 154
202201081215, 185, 159
202201081230, 190, 166
202201081245, 190, 163
202201081300, 185, 163
202201081315, 171, 167
202201081330, 190, 166
202201081345, 176, 161
202201081400, 194, 158
202201081415, 186, 154
202201081430, 184, 153
202201081445, 183, 152
202201081500, 190, 150
202201081515, 189, 164
202201081530, 187, 170
202201081545, 185, 164
202201081600, 182, 159
202201081615, 171, 164
202201081630, 189, 164
202201081645, 186, 154
202201081700, 184, 161
202201081715, 184, 168
202201081730, 194, 178
202201081745, 177, 163
202201081800, 174, 155
202201081815, 182, 155
202201081830, 176, 170
202201081845, 174, 164
202201081900, 184, 165
202201081915, 173, 168
202201081930, 181, 152
202201081945, 191, 174
202201082000, 175, 168
202201082015, 179, 168
202201082030, 179, 150
202201082045, 172, 164
202201082100, 185, 151
202201082115, 187, 173
202201082130, 174, 161
202201082145, 188, 173
202201082200, 195, 151
202201082215, 175, 178
202201082230, 184, 154
202201082245, 180, 172
202201082300, 173, 170
202201082315, 175, 159
202201082330, 171, 161
202201082345, 180, 179
202201090000, 184, 155
202201090015, 194, 160
202201090030, 191, 153
202201090045, 188, 165
202201090100, 171, 154
202201090115, 198, 179
202201090130, 178, 176
202201090145, 193, 166
202201090200, 171, 172
202201090215, 187, 178
202201090230, 195, 172
202201090245, 194, 163
202201090300, 192, 166
202201090315, 175, 177
202201090330, 193, 178
202201090345, 179, 159
202201090400, 180, 174
202201090415, 194, 154
202201090430, 187, 156
202201090445, 176, 169
202201090500, 185, 161
202201090515, 178, 174
202201090530, 184, 153
202201090545, 177, 162
202201090600, 190, 156
202201090615, 194, 155
202201090630, 187, 155
202201090645, 197, 166
202201090700, 192, 165
202201090715, 183, 168
202201090730, 175, 162
202201090745, 196, 172
202201090800, 197, 154
202201090815, 185, 161
202201090830, 190, 162
202201090845, 181, 169
202201090900, 176, 157
202201090915, 178, 168
202201090930, 171, 174
202201090945, 181, 162
202201091000, 175, 152
202201091015, 199, 154
202201091030, 185, 159
202201091045, 197, 176
202201091100, 199, 172
202201091115, 186, 175
202201091130, 173, 156
202201091145, 200, 169
202201091200, 194, 156
202201091215, 177, 155
202201091230, 171, 164
202201091245, 193, 154
202201091300, 196, 156
202201091315, 190, 155
202201091330, 185, 162
202201091345, 171, 174
202201091400, 189, 174
202201091415, 183, 174
202201091430, 192, 158
202201091445, 177, 163
202201091500, 185, 168
202201091515, 200, 179
202201091530, 183, 161
202201091545, 181, 157
202201091600, 192, 161
202201091615, 184, 163
202201091630, 183, 178
202201091645, 179, 157
202201091700, 186, 171
202201091715, 174, 163
202201091730, 171, 179
202201091745, 190, 151
202201091800, 195, 159
202201091815, 177, 175
202201091830, 176, 166
202201091845, 195, 153
202201091900, 185, 171
202201091915, 191, 173
202201091930, 176, 169
202201091945, 191, 168
202201092000, 177, 179
202201092015, 184, 150
202201092030, 197, 174
202201092045, 178, 170
202201092100, 180, 172
202201092115, 189, 162
202201092130, 180, 164
202201092145, 172, 170
202201092200, 196, 173
202201092215, 192, 166
202201092230, 197, 165
202201092245, 178, 157
202201092300, 182, 157
202201092315, 184, 150
202201092330, 180, 151
202201092345, 178, 170
202201100000, 171, 163
202201100015, 200, 170
202201100030, 175, 160
202201100045, 174, 158
202201100100, 174, 150
202201100115, 188, 162
202201100130, 191, 178
202201100145, 178, 162
202201100200, 172, 154
202201100215, 183, 151
202201100230, 172, 151
202201100245, 191, 157
202201100300, 179, 173
202201100315, 184, 159
202201100330, 180, 173
202201100345, 179, 156
202201100400, 199, 153
202201100415, 177, 158
202201100430, 190, 162
202201100445, 189, 150
202201100500, 177, 158
202201100515, 186, 165
202201100530, 178, 162
202201100545, 187, 162
202201100600, 187, 151
202201100615, 176, 155
202201100630, 189, 150
202201100645, 172, 162
202201100700, 183, 158
202201100715, 198, 169
202201100730, 177, 152
202201100745, 192, 153
202201100800, 177, 165
202201100815, 191, 150
202201100830, 187, 160
202201100845, 192, 168
202201100900, 175, 152
202201100915, 199, 164
202201100930, 194, 176
202201100945, 182, 161
202201101000, 197, 170
202201101015, 183, 150
202201101030, 194, 154
202201101045, 184, 153
202201101100, 174, 177
202201101115, 181, 151
202201101130, 196, 166
202201101145, 183, 169
202201101200, 173, 179
202201101215, 176, 154
202201101230, 197, 154
202201101245, 183, 168
202201101300, 180, 178
202201101315, 180, 169
202201101330, 190, 160
202201101345, 194, 150
202201101400, 178, 179
202201101415, 194, 158
202201101430, 199, 152
202201101445, 171, 163
202201101500, 179, 166
202201101515, 197, 166
202201101530, 174, 169
202201101545, 181, 166
202201101600, 193, 163
202201101615, 180, 170
202201101630, 175, 164
202201101645, 189, 165
202201101700, 190, 168
202201101715, 197, 157
202201101730, 187, 157
202201101745, 175, 153
202201101800, 196, 178
202201101815, 187, 160
202201101830, 198, 161
202201101845, 190, 163
202201101900, 172, 173
202201101915, 190, 179
202201101930, 179, 175
202201101945, 175, 150
202201102000, 189, 166
202201102015, 183, 162
202201102030, 189, 169
202201102045, 180, 175
202201102100, 171, 179
202201102115, 180, 170
202201102130, 182, 178
202201102145, 176, 171
202201102200, 177, 170
202201102215, 186, 172
202201102230, 177, 166
202201102245, 171, 166
202201102300, 191, 173
202201102315, 190, 152
202201102330, 176, 163
202201102345, 180, 156
202201110000, 180, 172
202201110015, 177, 153
202201110030, 178, 172
202201110045, 199, 152
202201110100, 176, 175
202201110115, 197, 156
202201110130, 188, 178
202201110145, 191, 161
202201110200, 197, 172
202201110215, 188, 161
202201110230, 173, 157
202201110245, 191, 157
202201110300, 199, 152
202201110315, 189, 155
202201110330, 191, 164
202201110345, 189, 154
202201110400, 186, 155
202201110415, 172, 153
202201110430, 200, 152
202201110445, 194, 171
202201110500, 190, 164
202201110515, 194, 175
202201110530, 192, 171
202201110545, 197, 151
202201110600, 179, 177
202201110615, 179, 163
202201110630, 174, 152
202201110645, 171, 159
202201110700, 199, 164
202201110715, 198, 173
202201110730, 172, 160
202201110745, 172, 179
202201110800, 189, 175
202201110815, 185, 152
202201110830, 183, 158
202201110845, 171, 172
202201110900, 194, 160
202201110915, 180, 162
202201110930, 199, 173
202201110945, 177, 167
202201111000, 187, 155
202201111015, 190, 169
202201111030, 174, 153
202201111045, 186, 153
202201111100, 191, 175
202201111115, 185, 171
202201111130, 197, 155
202201111145, 192, 161
202201111200, 177, 162
202201111215, 187, 163
202201111230, 186, 167
202201111245, 184, 150
202201111300, 194, 151
202201111315, 192, 179
202201111330, 176, 156
202201111345, 195, 153
202201111400, 182, 161
202201111415, 196, 152
202201111430, 195, 161
202201111445, 198, 157
202201111500, 195, 166
202201111515, 187, 161
202201111530, 185, 169
202201111545, 177, 150
202201111600, 199, 176
202201111615, 193, 177
202201111630, 199, 152
202201111645, 181, 169
202201111700, 193, 154
202201111715, 185, 152
202201111730, 200, 177
202201111745, 171, 168
202201111800, 192, 163
202201111815, 192, 171
202201111830, 179, 164
202201111845, 195, 169
202201111900, 198, 165
202201111915, 178, 174
202201111930, 187, 166
202201111945, 192, 150
202201112000, 199, 167
202201112015, 181, 160
202201112030, 191, 157
202201112045, 186, 178
202201112100, 199, 170
202201112115, 186, 151
202201112130, 196, 174
202201112145, 179, 177
202201112200, 177, 154
202201112215, 179, 153
202201112230, 189, 152
202201112245, 173, 168
202201112300, 199, 150
202201112315, 183, 154
202201112330, 194, 171
202201112345, 182, 169
202201120000, 179, 160
202201120015, 185, 157
202201120030, 186, 159
202201120045, 177, 165
202201120100, 178, 170
202201120115, 181, 151
202201120130, 178, 151
202201120145, 200, 157
202201120200, 194, 165
202201120215, 197, 173
202201120230, 193, 152
202201120245, 185, 162
202201120300, 189, 157
202201120315, 195, 176
202201120330, 199, 179
202201120345, 197, 179
202201120400, 193, 153
202201120415, 193, 161
202201120430, 200, 165
202201120445, 188, 161
202201120500, 178, 168
202201120515, 178, 171
202201120530, 182, 151
202201120545, 195, 158
202201120600, 196, 163
202201120615, 186, 176
202201120630, 187, 175
202201120645, 180, 162
202201120700, 186, 151
202201120715, 177, 158
202201120730, 190, 172
202201120745, 174, 150
202201120800, 200, 160
202201120815, 185, 169
202201120830, 188, 166
202201120845, 192, 161
202201120900, 198, 162
202201120915, 171, 163
202201120930, 181, 152
202201120945, 179, 171
202201121000, 176, 169
202201121015, 176, 158
202201121030, 175, 160
202201121045, 193, 169
202201121100, 197, 154
202201121115, 199, 177
202201121130, 195, 170
202201121145, 178, 167
202201121200, 187, 163
202201121215, 179, 151
202201121230, 196, 151
202201121245, 180, 154
202201121300, 199, 154
202201121315, 195, 155
202201121330, 177, 169
202201121345, 189, 152
202201121400, 173, 163
202201121415, 188, 162
202201121430, 194, 153
202201121445, 174, 156
202201121500, 190, 154
202201121515, 175, 163
202201121530, 177, 152
202201121545, 189, 175
202201121600, 176, 168
202201121615, 190, 173
202201121630, 178, 162
202201121645, 188, 165
202201121700, 196, 172
202201121715, 183, 161
202201121730, 190, 175
202201121745, 199, 154
202201121800, 199, 169
202201121815, 184, 165
202201121830, 171, 163
202201121845, 183, 176
202201121900, 200, 176
202201121915, 182, 178
202201121930, 185, 163
202201121945, 186, 164
202201122000, 182, 168
202201122015, 178, 164
202201122030, 188, 154
202201122045, 177, 155
202201122100, 184, 152
202201122115, 186, 156
202201122130, 193, 151
202201122145, 190, 174
202201122200, 195, 171
202201122215, 197, 150
202201122230, 194, 162
202201122245, 183, 157
202201122300, 182, 164
202201122315, 185, 166
202201122330, 191, 160
202201122345, 183, 166
202201130000, 188, 163
202201130015, 199, 173
202201130030, 188, 153
202201130045, 193, 150
202201130100, 198, 153
202201130115, 185, 167
202201130130, 180, 157
202201130145, 197, 171
202201130200, 200, 163
202201130215, 172, 165
202201130230, 174, 162
202201130245, 189, 155
202201130300, 176, 170
202201130315, 192, 152
202201130330, 197, 176
202201130345, 197, 163
202201130400, 193, 167
202201130415, 191, 160
202201130430, 171, 171
202201130445, 191, 152
202201130500, 187, 162
202201130515, 183, 175
202201130530, 199, 170
202201130545, 192, 175
202201130600, 198, 169
202201130615, 197, 150
202201130630, 182, 174
202201130645, 183, 169
202201130700, 177, 151
202201130715, 173, 155
202201130730, 176, 167
202201130745, 196, 154
202201130800, 190, 174
202201130815, 198, 175
202201130830, 192, 177
202201130845, 175, 163
202201130900, 180, 168
202201130915, 182, 174
202201130930, 181, 163
202201130945, 195, 168
202201131000, 178, 170
202201131015, 174, 174
202201131030, 172, 178
202201131045, 180, 167
202201131100, 197, 166
202201131115, 190, 167
202201131130, 186, 166
202201131145, 186, 154
202201131200, 177, 157
202201131215, 171, 172
202201131230, 190, 174
202201131245, 171, 151
202201131300, 200, 159
202201131315, 185, 173
202201131330, 194, 167
202201131345, 183, 157
202201131400, 199, 155
202201131415, 176, 172
202201131430, 181, 176
202201131445, 186, 159
202201131500, 182, 173
202201131515, 186, 167
202201131530, 178, 157
202201131545, 193, 177
202201131600, 186, 155
202201131615, 172, 169
202201131630, 186, 178
202201131645, 198, 154
202201131700, 189, 153
202201131715, 178, 173
202201131730, 178, 154
202201131745, 199, 173
202201131800, 174, 168
202201131815, 179, 151
202201131830, 175, 178
202201131845, 186, 171
202201131900, 199, 153
202201131915, 174, 164
202201131930, 198, 162
202201131945, 185, 158
202201132000, 198, 163
202201132015, 198, 156
202201132030, 190, 176
202201132045, 194, 178
202201132100, 194, 178
202201132115, 191, 153
202201132130, 180, 157
202201132145, 171, 155
202201132200, 189, 150
202201132215, 195, 154
202201132230, 189, 162
202201132245, 173, 172
202201132300, 195, 170
202201132315, 198, 170
202201132330, 196, 161
202201132345, 200, 177
202201140000, 194, 173
202201140015, 180, 163
202201140030, 171, 162
202201140045, 193, 175
202201140100, 177, 158
202201140115, 193, 165
202201140130, 180, 179
202201140145, 192, 169
202201140200, 199, 163
202201140215, 174, 169
202201140230, 172, 169
202201140245, 177, 170
202201140300, 195, 154
202201140315, 177, 171
