Organization : org3
Data frequency : 15 minutes
<year><month><day><hour><minute>, <energy declaration in MWh>, <energy production in MWh>
202201031200, 185, 132
202201031215, 187, 148
202201031230, 171, 126
202201031245, 189, 148
202201031300, 172, 143
202201031315, 189, 141
202201031330, 185, 125
202201031345, 183, 149
202201031400, 194, 134
202201031415, 170, 125
202201031430, 178, 148
202201031445, 187, 153
202201031500, 177, 140
202201031515, 190, 140
202201031530, 194, 143
202201031545, 183, 130
202201031600, 192, 152
202201031615, 166, 125
202201031630, 191, 133
202201031645, 181, 152
202201031700, 191, 139
202201031715, 165, 149
202201031730, 174, 154
202201031745, 192, 125
202201031800, 171, 137
202201031815, 192, 143
202201031830, 174, 127
202201031845, 165, 132
202201031900, 174, 141
202201031915, 191, 127
202201031930, 166, 140
202201031945, 171, 153
202201032000, 194, 151
202201032015, 182, 145
202201032030, 179, 132
202201032045, 174, 137
202201032100, 171, 142
202201032115, 191, 154
202201032130, 176, 154
202201032145, 179, 128
202201032200, 168, 135
202201032215, 174, 137
202201032230, 170, 152
202201032245, 179, 150
202201032300, 168, 143
202201032315, 171, 131
202201032330, 186, 142
202201032345, 189, 150
202201040000, 182, 127
202201040015, 173, 127
202201040030, 191, 154
202201040045, 177, 142
202201040100, 175, 141
202201040115, 186, 138
202201040130, 185, 153
202201040145, 191, 135
202201040200, 190, 128
202201040215, 172, 149
202201040230, 168, 135
202201040245, 182, 136
202201040300, 165, 152
202201040315, 170, 129
202201040330, 186, 142
202201040345, 190, 136
202201040400, 193, 144
202201040415, 181, 151
202201040430, 184, 136
202201040445, 166, 137
202201040500, 166, 128
202201040515, 186, 149
202201040530, 185, 148
202201040545, 192, 145
202201040600, 172, 127
202201040615, 177, 138
202201040630, 173, 128
202201040645, 181, 146
202201040700, 166, 148
202201040715, 194, 149
202201040730, 188, 140
202201040745, 171, 136
202201040800, 175, 148
202201040815, 169, 150
202201040830, 186, 138
202201040845, 180, 133
202201040900, 177, 132
202201040915, 174, 139
202201040930, 189, 146
202201040945, 184, 129
202201041000, 184, 149
202201041015, 165, 128
202201041030, 174, 135
202201041045, 187, 132
202201041100, 184, 130
202201041115, 179, 150
202201041130, 176, 127
202201041145, 166, 145
202201041200, 181, 126
202201041215, 189, 143
202201041230, 179, 143
202201041245, 168, 154
202201041300, 167, 139
202201041315, 186, 138
202201041330, 172, 133
202201041345, 177, 154
202201041400, 177, 149
202201041415, 192, 152
202201041430, 170, 139
202201041445, 189, 132
202201041500, 177, 134
202201041515, 184, 151
202201041530, 181, 138
202201041545, 171, 143
202201041600, 180, 140
202201041615, 168, 154
202201041630, 186, 128
202201041645, 168, 141
202201041700, 192, 146
202201041715, 190, 125
202201041730, 183, 142
202201041745, 174, 141
202201041800, 176, 140
202201041815, 168, 154
202201041830, 192, 137
202201041845, 173, 129
202201041900, 181, 126
202201041915, 175, 143
202201041930, 194, 138
202201041945, 173, 145
202201042000, 188, 134
202201042015, 184, 136
202201042030, 189, 131
202201042045, 180, 132
202201042100, 177, 128
202201042115, 187, 131
202201042130, 190, 143
202201042145, 177, 126
202201042200, 165, 129
202201042215, 192, 140
202201042230, 193, 153
202201042245, 183, 144
202201042300, 180, 137
202201042315, 182, 144
202201042330, 191, 143
202201042345, 193, 144
202201050000, 193, 152
202201050015, 189, 128
202201050030, 184, 134
202201050045, 174, 141
202201050100, 167, 138
202201050115, 176, 125
202201050130, 184, 136
202201050145, 194, 139
202201050200, 168, 153
202201050215, 177, 131
202201050230, 183, 141
202201050245, 193, 138
202201050300, 174, 151
202201050315, 178, 150
202201050330, 183, 146
202201050345, 191, 148
202201050400, 191, 147
202201050415, 166, 143
202201050430, 168, 140
202201050445, 183, 143
202201050500, 165, 127
202201050515, 165, 135
202201050530, 170, 151
202201050545, 175, 136
202201050600, 193, 149
202201050615, 189, 144
202201050630, 172, 135
202201050645, 180, 150
202201050700, 174, 138
202201050715, 167, 131
202201050730, 166, 134
202201050745, 192, 142
202201050800, 169, 140
202201050815, 170, 132
202201050830, 177, 154
202201050845, 173, 129
202201050900, 187, 136
202201050915, 189, 145
202201050930, 189, 154
202201050945, 178, 144
202201051000, 176, 125
202201051015, 190, 138
202201051030, 194, 126
202201051045, 187, 135
202201051100, 172, 148
202201051115, 169, 153
202201051130, 181, 128
202201051145, 176, 147
202201051200, 180, 131
202201051215, 167, 150
202201051230, 169, 153
202201051245, 168, 138
202201051300, 170, 130
202201051315, 175, 143
202201051330, 184, 149
202201051345, 190, 140
202201051400, 178, 126
202201051415, 184, 144
202201051430, 165, 133
202201051445, 176, 153
202201051500, 190, 134
202201051515, 185, 138
202201051530, 194, 133
202201051545, 175, 146
202201051600, 165, 130
202201051615, 189, 142
202201051630, 188, 138
202201051645, 172, 146
202201051700, 174, 147
202201051715, 192, 153
202201051730, 173, 147
202201051745, 190, 128
202201051800, 187, 141
202201051815, 177, 146
202201051830, 168, 152
202201051845, 190, 143
202201051900, 177, 128
202201051915, 169, 143
202201051930, 185, 141
202201051945, 187, 143
202201052000, 190, 137
202201052015, 192, 150
202201052030, 171, 134
202201052045, 169, 127
202201052100, 167, 146
202201052115, 173, 154
202201052130, 168, 129
202201052145, 188, 129
202201052200, 171, 150
202201052215, 180, 127
202201052230, 166, 154
202201052245, 168, 125
202201052300, 178, 154
202201052315, 176, 152
202201052330, 181, 134
202201052345, 170, 146
202201060000, 171, 150
202201060015, 171, 130
202201060030, 186, 154
202201060045, 175, 125
202201060100, 175, 152
202201060115, 180, 149
202201060130, 179, 143
202201060145, 175, 146
202201060200, 171, 127
202201060215, 171, 131
202201060230, 171, 127
202201060245, 171, 142
202201060300, 179, 139
202201060315, 169, 125
202201060330, 169, 148
202201060345, 180, 138
202201060400, 186, 141
202201060415, 192, 140
202201060430, 167, 151
202201060445, 169, 138
202201060500, 184, 127
202201060515, 189, 144
202201060530, 181, 134
202201060545, 168, 130
202201060600, 194, 138
202201060615, 181, 130
202201060630, 174, 134
202201060645, 192, 125
202201060700, 166, 153
202201060715, 169, 127
202201060730, 178, 153
202201060745, 189, 149
202201060800, 193, 134
202201060815, 181, 132
202201060830, 189, 135
202201060845, 189, 130
202201060900, 178, 133
202201060915, 189, 143
202201060930, 179, 128
202201060945, 184, 132
202201061000, 171, 142
202201061015, 193, 153
202201061030, 182, 154
202201061045, 174, 142
202201061100, 170, 130
202201061115, 188, 127
202201061130, 185, 150
202201061145, 176, 144
202201061200, 192, 132
202201061215, 174, 132
202201061230, 171, 148
202201061245, 178, 128
202201061300, 183, 144
202201061315, 187, 132
202201061330, 184, 141
202201061345, 182, 129
202201061400, 193, 144
202201061415, 189, 148
202201061430, 176, 128
202201061445, 192, 133
202201061500, 167, 143
202201061515, 175, 147
202201061530, 189, 149
202201061545, 190, 140
202201061600, 171, 150
202201061615, 188, 140
202201061630, 168, 133
202201061645, 193, 148
202201061700, 177, 129
202201061715, 187, 133
202201061730, 166, 138
202201061745, 189, 125
202201061800, 169, 140
202201061815, 178, 133
202201061830, 178, 149
202201061845, 168, 137
202201061900, 184, 149
202201061915, 169, 144
202201061930, 176, 149
202201061945, 182, 138
202201062000, 187, 138
202201062015, 178, 139
202201062030, 176, 149
202201062045, 184, 134
202201062100, 173, 131
202201062115, 177, 152
202201062130, 190, 126
202201062145, 187, 134
202201062200, 193, 140
202201062215, 179, 143
202201062230, 179, 143
202201062245, 168, 134
202201062300, 186, 134
202201062315, 188, 140
202201062330, 187, 126
202201062345, 189, 138
202201070000, 178, 143
202201070015, 165, 144
202201070030, 179, 148
202201070045, 168, 146
202201070100, 170, 135
202201070115, 194, 140
202201070130, 189, 141
202201070145, 167, 130
202201070200, 172, 126
202201070215, 192, 132
202201070230, 183, 146
202201070245, 185, 152
202201070300, 176, 149
202201070315, 175, 154
202201070330, 193, 148
202201070345, 170, 125
202201070400, 173, 141
202201070415, 170, 145
202201070430, 194, 150
202201070445, 176, 127
202201070500, 167, 154
202201070515, 178, 141
202201070530, 178, 147
202201070545, 194, 130
202201070600, 177, 149
202201070615, 178, 139
202201070630, 167, 148
202201070645, 169, 130
202201070700, 192, 134
202201070715, 189, 144
202201070730, 181, 150
202201070745, 168, 153
202201070800, 174, 144
202201070815, 176, 149
202201070830, 182, 131
202201070845, 187, 149
202201070900, 176, 150
202201070915, 190, 136
202201070930, 166, 152
202201070945, 179, 149
202201071000, 173, 134
202201071015, 178, 129
202201071030, 176, 138
202201071045, 165, 128
202201071100, 185, 136
202201071115, 169, 148
202201071130, 179, 142
202201071145, 174, 126
202201071200, 189, 151
202201071215, 170, 130
202201071230, 187, 131
202201071245, 169, 126
202201071300, 189, 142
202201071315, 167, 147
202201071330, 178, 139
202201071345, 193, 127
202201071400, 178, 133
202201071415, 171, 150
202201071430, 166, 134
202201071445, 179, 152
202201071500, 172, 144
202201071515, 166, 151
202201071530, 172, 146
202201071545, 189, 149
202201071600, 171, 139
202201071615, 186, 133
202201071630, 191, 129
202201071645, 194, 133
202201071700, 177, 149
202201071715, 170, 145
202201071730, 176, 132
202201071745, 187, 149
202201071800, 175, 130
202201071815, 185, 131
202201071830, 186, 149
202201071845, 193, 153
202201071900, 190, 152
202201071915, 171, 128
202201071930, 192, 130
202201071945, 183, 140
202201072000, 193, 141
202201072015, 174, 145
202201072030, 193, 130
202201072045, 166, 130
202201072100, 186, 149
202201072115, 187, 151
202201072130, 192, 143
202201072145, 167, 138
202201072200, 185, 139
202201072215, 191, 142
202201072230, 175, 140
202201072245, 183, 127
202201072300, 176, 126
202201072315, 185, 153
202201072330, 166, 134
202201072345, 182, 137
202201080000, 167, 127
202201080015, 175, 140
202201080030, 190, 132
202201080045, 175, 151
202201080100, 173, 151
202201080115, 178, 137
202201080130, 177, 138
202201080145, 181, 150
202201080200, 180, 150
202201080215, 167, 151
202201080230, 170, 127
202201080245, 173, 133
202201080300, 188, 129
202201080315, 166, 126
202201080330, 188, 140
202201080345, 177, 128
202201080400, 175, 147
202201080415, 184, 140
202201080430, 184, 140
202201080445, 179, 153
202201080500, 186, 134
202201080515, 189, 135
202201080530, 180, 137
202201080545, 192, 154
202201080600, 194, 126
202201080615, 175, 151
202201080630, 189, 134
202201080645, 183, 133
202201080700, 167, 147
202201080715, 186, 142
202201080730, 177, 146
202201080745, 176, 145
202201080800, 188, 150
202201080815, 186, 144
202201080830, 168, 126
202201080845, 166, 130
202201080900, 166, 152
202201080915, 166, 141
202201080930, 185, 125
202201080945, 181, 132
202201081000, 175, 140
202201081015, 172, 150
202201081030, 190, 135
202201081045, 179, 127
202201081100, 172, 126
202201081115, 168, 146
202201081130, 174, 154
202201081145, 176, 142
202201081200, 168, 125
202201081215, 176, 138
202201081230, 193, 140
202201081245, 187, 133
202201081300, 193, 127
202201081315, 191, 154
202201081330, 194, 150
202201081345, 173, 140
202201081400, 175, 128
202201081415, 166, 143
202201081430, 183, 138
202201081445, 166, 132
202201081500, 183, 137
202201081515, 194, 146
202201081530, 189, 136
202201081545, 175, 148
202201081600, 166, 131
202201081615, 165, 150
202201081630, 188, 151
202201081645, 166, 151
202201081700, 172, 133
202201081715, 175, 143
202201081730, 175, 143
202201081745, 171, 139
202201081800, 189, 148
202201081815, 185, 143
202201081830, 173, 132
202201081845, 177, 133
202201081900, 183, 146
202201081915, 190, 150
202201081930, 184, 146
202201081945, 183, 148
202201082000, 188, 143
202201082015, 173, 129
202201082030, 185, 151
202201082045, 189, 126
202201082100, 176, 153
202201082115, 165, 149
202201082130, 191, 144
202201082145, 189, 146
202201082200, 170, 146
202201082215, 188, 141
202201082230, 179, 143
202201082245, 178, 142
202201082300, 184, 146
202201082315, 169, 133
202201082330, 165, 141
202201082345, 183, 132
202201090000, 193, 133
202201090015, 178, 146
202201090030, 176, 153
202201090045, 186, 150
202201090100, 181, 151
202201090115, 169, 144
202201090130, 173, 128
202201090145, 182, 129
202201090200, 170, 147
202201090215, 169, 129
202201090230, 171, 145
202201090245, 183, 137
202201090300, 168, 145
202201090315, 194, 136
202201090330, 193, 135
202201090345, 170, 125
202201090400, 182, 138
202201090415, 192, 145
202201090430, 191, 138
202201090445, 165, 129
202201090500, 186, 143
202201090515, 185, 133
202201090530, 193, 125
202201090545, 178, 146
202201090600, 167, 140
202201090615, 172, 127
202201090630, 185, 128
202201090645, 190, 150
202201090700, 185, 134
202201090715, 176, 128
202201090730, 165, 130
202201090745, 172, 146
202201090800, 174, 141
202201090815, 189, 142
202201090830, 182, 149
202201090845, 179, 133
202201090900, 184, 131
202201090915, 177, 136
202201090930, 179, 143
202201090945, 171, 144
202201091000, 190, 152
202201091015, 175, 152
202201091030, 182, 134
202201091045, 176, 144
202201091100, 175, 150
202201091115, 181, 131
202201091130, 170, 147
202201091145, 192, 146
202201091200, 186, 153
202201091215, 194, 143
202201091230, 181, 135
202201091245, 167, 144
202201091300, 176, 133
202201091315, 184, 153
202201091330, 190, 128
202201091345, 183, 129
202201091400, 193, 140
202201091415, 192, 151
202201091430, 168, 140
202201091445, 192, 141
202201091500, 187, 135
202201091515, 178, 126
202201091530, 189, 149
202201091545, 193, 146
202201091600, 192, 154
202201091615, 174, 154
202201091630, 175, 140
202201091645, 182, 133
202201091700, 188, 132
202201091715, 168, 144
202201091730, 174, 138
202201091745, 165, 128
202201091800, 172, 126
202201091815, 175, 130
202201091830, 173, 144
202201091845, 172, 126
202201091900, 173, 129
202201091915, 175, 126
202201091930, 186, 129
202201091945, 173, 154
202201092000, 174, 146
202201092015, 190, 126
202201092030, 173, 129
202201092045, 188, 129
202201092100, 185, 149
202201092115, 171, 128
202201092130, 170, 150
202201092145, 181, 153
202201092200, 185, 131
202201092215, 190, 152
202201092230, 172, 146
202201092245, 165, 142
202201092300, 189, 144
202201092315, 166, 152
202201092330, 175, 140
202201092345, 171, 142
202201100000, 183, 154
202201100015, 181, 136
202201100030, 188, 138
202201100045, 193, 149
202201100100, 184, 143
202201100115, 188, 144
202201100130, 175, 138
202201100145, 171, 138
202201100200, 171, 149
202201100215, 177, 134
202201100230, 181, 127
202201100245, 168, 130
202201100300, 173, 135
202201100315, 191, 138
202201100330, 172, 147
202201100345, 174, 139
202201100400, 170, 130
202201100415, 188, 142
202201100430, 169, 130
202201100445, 189, 146
202201100500, 168, 135
202201100515, 175, 151
202201100530, 190, 135
202201100545, 193, 153
202201100600, 188, 129
202201100615, 179, 131
202201100630, 187, 132
202201100645, 174, 135
202201100700, 178, 147
202201100715, 177, 126
202201100730, 178, 125
202201100745, 170, 132
202201100800, 191, 140
202201100815, 165, 137
202201100830, 177, 130
202201100845, 165, 142
202201100900, 180, 134
202201100915, 172, 127
202201100930, 190, 148
202201100945, 167, 137
202201101000, 185, 152
202201101015, 188, 130
202201101030, 183, 153
202201101045, 192, 148
202201101100, 167, 151
202201101115, 177, 126
202201101130, 185, 128
202201101145, 191, 154
202201101200, 177, 127
202201101215, 180, 135
202201101230, 179, 145
202201101245, 167, 134
202201101300, 184, 132
202201101315, 191, 147
202201101330, 173, 129
202201101345, 169, 138
202201101400, 170, 131
202201101415, 170, 125
202201101430, 190, 140
202201101445, 167, 146
202201101500, 167, 145
202201101515, 183, 146
202201101530, 165, 154
202201101545, 177, 135
202201101600, 170, 129
202201101615, 173, 148
202201101630, 186, 138
202201101645, 180, 145
202201101700, 170, 133
202201101715, 169, 139
202201101730, 183, 125
202201101745, 175, 148
202201101800, 171, 131
202201101815, 178, 140
202201101830, 189, 127
202201101845, 181, 136
202201101900, 179, 150
202201101915, 176, 134
202201101930, 171, 150
202201101945, 166, 143
202201102000, 192, 135
202201102015, 176, 134
202201102030, 167, 151
202201102045, 170, 147
202201102100, 167, 154
202201102115, 172, 128
202201102130, 170, 140
202201102145, 190, 129
202201102200, 175, 142
202201102215, 188, 145
202201102230, 165, 143
202201102245, 184, 144
202201102300, 190, 127
202201102315, 192, 145
202201102330, 193, 153
202201102345, 180, 132
202201110000, 174, 125
202201110015, 183, 138
202201110030, 170, 131
202201110045, 179, 125
202201110100, 174, 152
202201110115, 168, 138
202201110130, 194, 147
202201110145, 184, 143
202201110200, 188, 133
202201110215, 166, 136
202201110230, 183, 134
202201110245, 192, 154
202201110300, 168, 140
202201110315, 178, 149
202201110330, 187, 126
202201110345, 186, 127
202201110400, 165, 153
202201110415, 174, 131
202201110430, 168, 138
202201110445, 172, 125
202201110500, 188, 125
202201110515, 179, 137
202201110530, 191, 129
202201110545, 179, 153
202201110600, 175, 126
202201110615, 166, 144
202201110630, 187, 141
202201110645, 184, 140
202201110700, 188, 146
202201110715, 170, 139
202201110730, 173, 139
202201110745, 180, 140
202201110800, 189, 130
202201110815, 165, 141
202201110830, 194, 129
202201110845, 178, 154
202201110900, 168, 130
202201110915, 167, 153
202201110930, 166, 130
202201110945, 191, 153
202201111000, 177, 145
202201111015, 175, 145
202201111030, 179, 130
202201111045, 179, 141
202201111100, 185, 138
202201111115, 190, 129
202201111130, 187, 150
202201111145, 169, 126
202201111200, 188, 136
202201111215, 191, 140
202201111230, 174, 150
202201111245, 169, 146
202201111300, 189, 145
202201111315, 192, 146
202201111330, 177, 135
202201111345, 188, 128
202201111400, 176, 136
202201111415, 184, 128
202201111430, 182, 152
202201111445, 187, 137
202201111500, 175, 141
202201111515, 165, 137
202201111530, 188, 127
202201111545, 177, 133
202201111600, 189, 134
202201111615, 183, 131
202201111630, 184, 128
202201111645, 188, 150
202201111700, 179, 154
202201111715, 172, 142
202201111730, 179, 150
202201111745, 190, 127
202201111800, 191, 129
202201111815, 176, 151
202201111830, 165, 133
202201111845, 181, 147
202201111900, 185, 138
202201111915, 192, 136
202201111930, 177, 147
202201111945, 173, 143
202201112000, 166, 138
202201112015, 188, 126
202201112030, 189, 138
202201112045, 189, 139
202201112100, 176, 143
202201112115, 181, 125
202201112130, 187, 143
202201112145, 170, 130
202201112200, 178, 153
202201112215, 165, 144
202201112230, 192, 152
202201112245, 192, 147
202201112300, 194, 154
202201112315, 173, 152
202201112330, 189, 136
202201112345, 176, 128
202201120000, 165, 129
202201120015, 193, 153
202201120030, 178, 136
202201120045, 167, 142
202201120100, 185, 137
202201120115, 165, 134
202201120130, 175, 129
202201120145, 169, 152
202201120200, 176, 138
202201120215, 170, 128
202201120230, 177, 154
202201120245, 177, 142
202201120300, 184, 142
202201120315, 184, 144
202201120330, 181, 141
202201120345, 168, 128
202201120400, 186, 148
202201120415, 185, 150
202201120430, 166, 141
202201120445, 165, 143
202201120500, 189, 129
202201120515, 191, 142
202201120530, 174, 132
202201120545, 173, 154
202201120600, 170, 150
202201120615, 188, 138
202201120630, 192, 131
202201120645, 185, 150
202201120700, 188, 140
202201120715, 174, 142
202201120730, 192, 144
202201120745, 174, 150
202201120800, 177, 134
202201120815, 170, 137
202201120830, 170, 134
202201120845, 176, 138
202201120900, 172, 140
202201120915, 187, 125
202201120930, 193, 130
202201120945, 182, 154
202201121000, 173, 148
202201121015, 193, 138
202201121030, 166, 147
202201121045, 177, 138
202201121100, 176, 125
202201121115, 190, 146
202201121130, 177, 146
202201121145, 181, 148
202201121200, 165, 131
202201121215, 194, 134
202201121230, 188, 129
202201121245, 168, 139
202201121300, 174, 141
202201121315, 167, 146
202201121330, 192, 152
202201121345, 168, 153
202201121400, 174, 135
202201121415, 169, 144
202201121430, 186, 144
202201121445, 182, 150
202201121500, 175, 137
202201121515, 177, 128
202201121530, 191, 143
202201121545, 186, 140
202201121600, 170, 130
202201121615, 194, 148
202201121630, 165, 150
202201121645, 165, 135
202201121700, 192, 146
202201121715, 176, 128
202201121730, 172, 129
202201121745, 190, 139
202201121800, 173, 131
202201121815, 180, 150
202201121830, 185, 135
202201121845, 166, 139
202201121900, 183, 144
202201121915, 189, 146
202201121930, 189, 135
202201121945, 176, 151
202201122000, 183, 148
202201122015, 193, 130
202201122030, 171, 126
202201122045, 191, 149
202201122100, 192, 125
202201122115, 188, 151
202201122130, 183, 138
202201122145, 194, 137
202201122200, 166, 131
202201122215, 184, 146
202201122230, 169, 134
202201122245, 166, 143
202201122300, 187, 133
202201122315, 169, 149
202201122330, 191, 139
202201122345, 180, 139
202201130000, 190, 151
202201130015, 185, 129
202201130030, 174, 140
202201130045, 166, 143
202201130100, 187, 132
202201130115, 193, 140
202201130130, 191, 149
202201130145, 183, 150
202201130200, 171, 132
202201130215, 171, 140
202201130230, 179, 145
202201130245, 194, 143
202201130300, 179, 139
202201130315, 180, 126
202201130330, 170, 145
202201130345, 186, 152
202201130400, 174, 146
202201130415, 183, 130
202201130430, 167, 153
202201130445, 194, 147
202201130500, 174, 133
202201130515, 173, 153
202201130530, 191, 152
202201130545, 175, 142
202201130600, 194, 129
202201130615, 182, 135
202201130630, 175, 152
202201130645, 177, 133
202201130700, 171, 151
202201130715, 189, 132
202201130730, 168, 125
202201130745, 190, 144
202201130800, 185, 143
202201130815, 170, 135
202201130830, 191, 141
202201130845, 193, 140
202201130900, 183, 137
202201130915, 194, 149
202201130930, 194, 141
202201130945, 181, 130
202201131000, 186, 129
202201131015, 188, 143
202201131030, 179, 129
202201131045, 190, 153
202201131100, 190, 136
202201131115, 183, 125
202201131130, 167, 129
202201131145, 190, 152
202201131200, 168, 153
202201131215, 185, 131
202201131230, 181, 134
202201131245, 179, 136
202201131300, 168, 127
202201131315, 173, 148
202201131330, 167, 152
202201131345, 185, 148
202201131400, 170, 152
202201131415, 175, 146
202201131430, 166, 142
202201131445, 168, 139
202201131500, 167, 147
202201131515, 188, 143
202201131530, 165, 135
202201131545, 193, 140
202201131600, 174, 139
202201131615, 180, 138
202201131630, 165, 129
202201131645, 191, 149
202201131700, 188, 141
202201131715, 194, 143
202201131730, 188, 136
202201131745, 183, 143
202201131800, 184, 126
202201131815, 165, 128
202201131830, 166, 125
202201131845, 170, 135
202201131900, 175, 138
202201131915, 165, 146
202201131930, 175, 128
202201131945, 182, 145
202201132000, 194, 140
202201132015, 167, 136
202201132030, 194, 152
202201132045, 180, 138
202201132100, 165, 154
202201132115, 186, 146
202201132130, 186, 146
202201132145, 167, 132
202201132200, 188, 146
202201132215, 191, 130
202201132230, 189, 140
202201132245, 177, 141
202201132300, 181, 136
202201132315, 184, 126
202201132330, 171, 125
202201132345, 187, 135
202201140000, 169, 142
202201140015, 173, 142
202201140030, 181, 129
202201140045, 176, 135
202201140100, 187, 148
202201140115, 186, 129
202201140130, 188, 152
202201140145, 171, 144
202201140200, 168, 146
202201140215, 170, 148
202201140230, 166, 138
202201140245, 180, 139
202201140300, 186, 138
202201140315, 167, 133
